record_id,doi,rdf_file,item_id,pdf_relpath,pdf_abs_path,pdf_exists,pdf_size_bytes,match_status,matched_by
http://zotero.org/users/19517875/items/RLM4IMFV,10.1016/j.nucmedbio.2022.09.003,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18981,files/18981/Ramakrishnan et al. - 2022 - Automated radiosynthesis and preclinical in vivo evaluation of [18F]Fluoroethylpuromycin as a potent.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18981/Ramakrishnan et al. - 2022 - Automated radiosynthesis and preclinical in vivo evaluation of [18F]Fluoroethylpuromycin as a potent.pdf,True,716802,matched,title
http://zotero.org/users/19517875/items/E9PTL67Y,10.14326/abe.14.23,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17940,files/17940/Kawamura and Takanashi - 2025 - Noise Reduction by Image Averaging Method in a Polymer Gel Dosimeter-optical Computed Tomography Sys.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17940/Kawamura and Takanashi - 2025 - Noise Reduction by Image Averaging Method in a Polymer Gel Dosimeter-optical Computed Tomography Sys.pdf,True,3619667,matched,title
http://zotero.org/users/19517875/items/KJAQQNI2,10.1002/adma.202306850,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17886,files/17886/Yin et al. - 2023 - Engineering Atomic‐Scale Patterning and Resistive Switching in 2D Crystals and Application in Image.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17886/Yin et al. - 2023 - Engineering Atomic‐Scale Patterning and Resistive Switching in 2D Crystals and Application in Image.pdf,True,4210734,matched,doi
http://zotero.org/users/19517875/items/7BLUTU7X,10.3390/nano13061027,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13778,files/13778/Ostruszka et al. - 2023 - Facile One-Pot Green Synthesis of Magneto-Luminescent Bimetallic Nanocomposites with Potential as Du.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13778/Ostruszka et al. - 2023 - Facile One-Pot Green Synthesis of Magneto-Luminescent Bimetallic Nanocomposites with Potential as Du.pdf,True,2836828,matched,title
http://zotero.org/users/19517875/items/NH4XAA7E,10.1002/nbm.4783,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13780,files/13780/Kawai et al. - 2022 - Continuous monitoring of postirradiation reoxygenation and cycling hypoxia using electron paramagnet.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13780/Kawai et al. - 2022 - Continuous monitoring of postirradiation reoxygenation and cycling hypoxia using electron paramagnet.pdf,True,10998012,matched,doi
http://zotero.org/users/19517875/items/26CPR2HC,10.2463/mrms.mp.2023-0061,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13782,files/13782/Akram et al. - 2025 - Feasibility Study for a Microstrip Transmission Line RF Coil Integrated with a PET Detector Module i.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13782/Akram et al. - 2025 - Feasibility Study for a Microstrip Transmission Line RF Coil Integrated with a PET Detector Module i.pdf,True,7056652,matched,title
http://zotero.org/users/19517875/items/RQRC67EE,10.1016/j.isci.2025.113964,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18043,files/18043/Hu et al. - 2025 - Synthesis of corn-derived carbon quantum dots and their application in intracellular pH sensing and.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18043/Hu et al. - 2025 - Synthesis of corn-derived carbon quantum dots and their application in intracellular pH sensing and.pdf,True,7128157,matched,title
http://zotero.org/users/19517875/items/CRAWGVDV,10.3390/ijms23052467,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13785,files/13785/Muranaka et al. - 2022 - Comparison of L- and D-Amino Acids for Bacterial Imaging in Lung Infection Mouse Model.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13785/Muranaka et al. - 2022 - Comparison of L- and D-Amino Acids for Bacterial Imaging in Lung Infection Mouse Model.pdf,True,1752868,matched,title
http://zotero.org/users/19517875/items/IC2QQBJF,10.1038/s41598-024-67586-6,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13787,files/13787/Morita et al. - 2024 - Establishment of a stem cell administration imaging method in bleomycin-induced pulmonary fibrosis m.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13787/Morita et al. - 2024 - Establishment of a stem cell administration imaging method in bleomycin-induced pulmonary fibrosis m.pdf,True,2196843,matched,title
http://zotero.org/users/19517875/items/9MRJGA4V,10.1111/cas.15907,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13789,files/13789/Miyabara et al. - 2023 - In vivo optical imaging of tumor stromal cells with hypoxia‐inducible factor activity.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13789/Miyabara et al. - 2023 - In vivo optical imaging of tumor stromal cells with hypoxia‐inducible factor activity.pdf,True,16602778,matched,doi
http://zotero.org/users/19517875/items/CMPZXYZC,10.1063/5.0123692,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13791,files/13791/Savukov et al. - 2022 - High-resolution ultra-low field magnetic resonance imaging with a high-sensitivity sensing coil.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13791/Savukov et al. - 2022 - High-resolution ultra-low field magnetic resonance imaging with a high-sensitivity sensing coil.pdf,True,3294148,matched,title
http://zotero.org/users/19517875/items/J2VHQQY2,10.1002/asia.202300847,,,,,False,0,no_match,
http://zotero.org/users/19517875/items/42YPW3DN,10.1080/00032719.2023.2250032,,,,,False,0,no_match,
http://zotero.org/users/19517875/items/ERT3ZGWG,10.1002/adma.202210715,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17920,"files/17920/Park et al. - 2023 - A Wafer‐Scale Nanoporous 2D Active Pixel Image Sensor Matrix with High Uniformity, High Sensitivity,.pdf","/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17920/Park et al. - 2023 - A Wafer‐Scale Nanoporous 2D Active Pixel Image Sensor Matrix with High Uniformity, High Sensitivity,.pdf",True,8669037,matched,doi
http://zotero.org/users/19517875/items/6WKZSQXG,10.1088/1361-6560/acf642,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18005,files/18005/Marshall et al. - 2023 - Seven general radiography x-ray detectors with pixel sizes ranging from 175 to 76 μ m techni.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18005/Marshall et al. - 2023 - Seven general radiography x-ray detectors with pixel sizes ranging from 175 to 76 μ m techni.pdf,True,2501018,matched,doi
http://zotero.org/users/19517875/items/YNDV7F2A,10.3390/computation13120278,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18017,files/18017/Khmelnytskyi et al. - 2025 - Impact of Scaling Classic Component on Performance of Hybrid Multi-Backbone Quantum–Classic Neural N.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18017/Khmelnytskyi et al. - 2025 - Impact of Scaling Classic Component on Performance of Hybrid Multi-Backbone Quantum–Classic Neural N.pdf,True,1302286,matched,title
http://zotero.org/users/19517875/items/Y3IAI56F,10.1016/j.sbsr.2024.100658,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,19009,"files/19009/Chamkouri et al. - 2024 - A first step to develop quantum medicine Radiometers, detectors, and biosensors.pdf","/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/19009/Chamkouri et al. - 2024 - A first step to develop quantum medicine Radiometers, detectors, and biosensors.pdf",True,9934274,matched,title
http://zotero.org/users/19517875/items/5MVUPESR,10.1016/j.mtbio.2025.101725,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18418,files/18418/Zhao et al. - 2025 - pH-responsive nanovesicles capable of remodeling the tumor microenvironment enable activatable near-.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18418/Zhao et al. - 2025 - pH-responsive nanovesicles capable of remodeling the tumor microenvironment enable activatable near-.pdf,True,9666918,matched,title
http://zotero.org/users/19517875/items/J4Q6M758,10.1038/s41598-022-25735-9,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13800,files/13800/Odion and Vo-Dinh - 2022 - Optical recognition of constructs using hyperspectral imaging and detection (ORCHID).pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13800/Odion and Vo-Dinh - 2022 - Optical recognition of constructs using hyperspectral imaging and detection (ORCHID).pdf,True,5370983,matched,title
http://zotero.org/users/19517875/items/TIM3DCHJ,10.3389/fpsyt.2025.1648060,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18031,files/18031/Amin et al. - 2025 - Quantum AI for psychiatric diagnosis enhancing dementia classification with quantum machine learnin.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18031/Amin et al. - 2025 - Quantum AI for psychiatric diagnosis enhancing dementia classification with quantum machine learnin.pdf,True,2092139,matched,title
http://zotero.org/users/19517875/items/2F9ARDSU,10.1117/1.jbo.28.6.066003,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17887,files/17887/Yang et al. - 2023 - Imaging guidance for cholesteatoma surgery using tissue autofluorescence.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17887/Yang et al. - 2023 - Imaging guidance for cholesteatoma surgery using tissue autofluorescence.pdf,True,3649589,matched,title
http://zotero.org/users/19517875/items/ZAGXS5XY,10.7150/thno.103272,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17995,files/17995/Petersen et al. - 2025 - In vivo molecular imaging of breast cancer metabolic heterogeneity using [1-13 C]p.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17995/Petersen et al. - 2025 - In vivo molecular imaging of breast cancer metabolic heterogeneity using [1-13 C]p.pdf,True,3579148,matched,title
http://zotero.org/users/19517875/items/SS23WNGR,10.1002/adhm.202304209,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17903,files/17903/Tang et al. - 2024 - Heterogeneous‐Structure‐Based AuNBs@TiO2 Nano‐Photosensitizers for Computed Tomography Im.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17903/Tang et al. - 2024 - Heterogeneous‐Structure‐Based AuNBs@TiO2 Nano‐Photosensitizers for Computed Tomography Im.pdf,True,4429253,matched,doi
http://zotero.org/users/19517875/items/UIYAFPD3,10.1109/jstqe.2024.3411821,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18423,"files/18423/Septier et al. - 2024 - A Hollow-Core Fiber Based Stand-Alone Multimodal (2-Photon, 3-Photon, SHG, THG) Nonlinear Flexible I.pdf","/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18423/Septier et al. - 2024 - A Hollow-Core Fiber Based Stand-Alone Multimodal (2-Photon, 3-Photon, SHG, THG) Nonlinear Flexible I.pdf",True,45118391,matched,title
http://zotero.org/users/19517875/items/9SAWA2LB,10.1021/acsenergylett.3c00097,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13808,files/13808/He et al. - 2023 - Copper Iodide Inks for High-Resolution X-ray Imaging Screens.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13808/He et al. - 2023 - Copper Iodide Inks for High-Resolution X-ray Imaging Screens.pdf,True,11133514,matched,doi
http://zotero.org/users/19517875/items/E5TNA2EQ,10.1016/j.bbih.2022.100446,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18406,files/18406/Oh-Nishi et al. - 2022 - Imaging extra-striatal dopamine D2 receptors in a maternal immune activation rat model.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18406/Oh-Nishi et al. - 2022 - Imaging extra-striatal dopamine D2 receptors in a maternal immune activation rat model.pdf,True,588281,matched,title
http://zotero.org/users/19517875/items/5SL2QBHY,10.1021/acsmedchemlett.5c00649,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17932,files/17932/Li et al. - 2026 - Radiosynthesis and Preclinical Evaluation of a Novel11 C-Labeled Pyrazolopyrimidine Deriv.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17932/Li et al. - 2026 - Radiosynthesis and Preclinical Evaluation of a Novel11 C-Labeled Pyrazolopyrimidine Deriv.pdf,True,4345279,matched,doi
http://zotero.org/users/19517875/items/D73X5YQF,10.3390/v14030557,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13812,files/13812/Bustamante-Jaramillo et al. - 2022 - Imaging of Hepatitis B Virus Nucleic Acids Current Advances and Challenges.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13812/Bustamante-Jaramillo et al. - 2022 - Imaging of Hepatitis B Virus Nucleic Acids Current Advances and Challenges.pdf,True,3396642,matched,title
http://zotero.org/users/19517875/items/R38Y4HY5,10.1016/j.medntd.2024.100339,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,19013,files/19013/Allami et al. - 2024 - Efficient quantum of mechanical simulation of diffusion-weighted MRI.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/19013/Allami et al. - 2024 - Efficient quantum of mechanical simulation of diffusion-weighted MRI.pdf,True,1091433,matched,title
http://zotero.org/users/19517875/items/72M9N6EV,10.1016/j.arabjc.2023.104671,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13815,files/13815/Liu et al. - 2023 - Dual functions of nitrogen and phosphorus co-doped carbon dots for drug-targeted delivery and two-ph.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13815/Liu et al. - 2023 - Dual functions of nitrogen and phosphorus co-doped carbon dots for drug-targeted delivery and two-ph.pdf,True,2785537,matched,title
http://zotero.org/users/19517875/items/83ZGFK8Q,10.1073/pnas.2423223122,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17954,files/17954/Fan et al. - 2025 - Planar device–enabled speckle illumination for dark-field label-free imaging beyond the diffraction.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17954/Fan et al. - 2025 - Planar device–enabled speckle illumination for dark-field label-free imaging beyond the diffraction.pdf,True,2673262,matched,doi
http://zotero.org/users/19517875/items/6RGRGG69,10.1039/d5tb00359h,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18006,files/18006/Mann et al. - 2025 - The synthesis and optical properties of Cu–In–SZnS nanocrystals in buffer solution for near-infrare.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18006/Mann et al. - 2025 - The synthesis and optical properties of Cu–In–SZnS nanocrystals in buffer solution for near-infrare.pdf,True,5002446,matched,title
http://zotero.org/users/19517875/items/YTZISVRA,10.1093/milmed/usad034,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17941,files/17941/Karim and Tilley Ii - 2023 - Portable Single-Exposure Dual-Energy X-ray Detector for Improved Point-of-Care Diagnostic Imaging.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17941/Karim and Tilley Ii - 2023 - Portable Single-Exposure Dual-Energy X-ray Detector for Improved Point-of-Care Diagnostic Imaging.pdf,True,16580544,matched,title
http://zotero.org/users/19517875/items/F3MY7JR3,10.1109/access.2025.3608217,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17967,files/17967/Aravinda et al. - 2025 - Optimized DenseNet121 and Quantum PennyLane Fusion for Explainable Skin Disease Recognition and Clas.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17967/Aravinda et al. - 2025 - Optimized DenseNet121 and Quantum PennyLane Fusion for Explainable Skin Disease Recognition and Clas.pdf,True,1958543,matched,title
http://zotero.org/users/19517875/items/M9J2XPSW,10.1002/chem.202401296,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13821,files/13821/Mirloup et al. - 2024 - Alared Solvatochromic and Fluorogenic Red Amino Acid for Ratiometric Live‐Cell Imaging of Bioactive.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13821/Mirloup et al. - 2024 - Alared Solvatochromic and Fluorogenic Red Amino Acid for Ratiometric Live‐Cell Imaging of Bioactive.pdf,True,2563175,matched,doi
http://zotero.org/users/19517875/items/GCGR3J38,10.1002/chem.202404188,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17911,files/17911/Sheehan et al. - 2025 - Optoelectronic Properties and Fluorescence Lifetime Imaging Application of Donor‐Acceptor Dyads Deri.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17911/Sheehan et al. - 2025 - Optoelectronic Properties and Fluorescence Lifetime Imaging Application of Donor‐Acceptor Dyads Deri.pdf,True,2076419,matched,doi
http://zotero.org/users/19517875/items/65KYM6LZ,10.3390/ijms23063230,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13824,files/13824/Kuo et al. - 2022 - Two-Photon–Near Infrared-II Antimicrobial Graphene-Nanoagent for Ultraviolet–Near Infrared Imaging a.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13824/Kuo et al. - 2022 - Two-Photon–Near Infrared-II Antimicrobial Graphene-Nanoagent for Ultraviolet–Near Infrared Imaging a.pdf,True,1866201,matched,title
http://zotero.org/users/19517875/items/4A3ACMFU,10.1088/1748-0221/18/07/p07007,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18014,files/18014/Kim et al. - 2023 - Background reduction in PET by double Compton scattering of quantum entangled annihilation photons.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18014/Kim et al. - 2023 - Background reduction in PET by double Compton scattering of quantum entangled annihilation photons.pdf,True,3489414,matched,doi
http://zotero.org/users/19517875/items/SL7F485F,10.1021/acsomega.5c07587,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17897,"files/17897/Tran et al. - 2025 - Semisynthetic, Multicolor Probes for Bioluminescence Imaging.pdf","/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17897/Tran et al. - 2025 - Semisynthetic, Multicolor Probes for Bioluminescence Imaging.pdf",True,3138585,matched,doi
http://zotero.org/users/19517875/items/USI8TKEV,10.3389/fninf.2025.1633273,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18026,files/18026/Ferrante et al. - 2025 - Generation of synthetic TSPO PET maps from structural MRI images.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18026/Ferrante et al. - 2025 - Generation of synthetic TSPO PET maps from structural MRI images.pdf,True,2226142,matched,title
http://zotero.org/users/19517875/items/HJJYQP2H,10.1007/s00259-023-06362-6,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13829,files/13829/Moradi et al. - 2023 - Error mitigation enables PET radiomic cancer characterization on quantum computers.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13829/Moradi et al. - 2023 - Error mitigation enables PET radiomic cancer characterization on quantum computers.pdf,True,1280480,matched,doi
http://zotero.org/users/19517875/items/V4RCSL9V,10.3390/pharmaceutics16111378,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13831,files/13831/Thirumalai et al. - 2024 - 8-Anilino-1-naphthalenesulfonate-Conjugated Carbon-Coated Ferrite Nanodots for Fluoromagnetic Imagin.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13831/Thirumalai et al. - 2024 - 8-Anilino-1-naphthalenesulfonate-Conjugated Carbon-Coated Ferrite Nanodots for Fluoromagnetic Imagin.pdf,True,7074458,matched,title
http://zotero.org/users/19517875/items/JULFQ8T4,10.1088/1361-6560/ad154a,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17991,files/17991/Sakata et al. - 2024 - Real-time nonstandard-shaped gold fiducial marker tracking on x-ray fluoroscopic images for prostate.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17991/Sakata et al. - 2024 - Real-time nonstandard-shaped gold fiducial marker tracking on x-ray fluoroscopic images for prostate.pdf,True,1537202,matched,doi
http://zotero.org/users/19517875/items/55JS6PAY,10.1109/access.2025.3627877,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,17966,files/17966/Aravinda et al. - 2025 - A Neural Architecture Search-Driven Quantum Patch Attention Framework for Skin Disease Recognition a.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/17966/Aravinda et al. - 2025 - A Neural Architecture Search-Driven Quantum Patch Attention Framework for Skin Disease Recognition a.pdf,True,2372659,matched,title
http://zotero.org/users/19517875/items/DJD44I9B,10.1039/d4ra01531b,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13835,files/13835/Luo et al. - 2024 - Cell-penetrating peptides noncovalently modified red phosphorescent nanoparticles for high-efficienc.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13835/Luo et al. - 2024 - Cell-penetrating peptides noncovalently modified red phosphorescent nanoparticles for high-efficienc.pdf,True,1034509,matched,title
http://zotero.org/users/19517875/items/XBVHT8LR,10.1364/oe.491391,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,18998,files/18998/Huang et al. - 2023 - SNR-Net OCT brighten and denoise low-light optical coherence tomography images via deep learning.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/18998/Huang et al. - 2023 - SNR-Net OCT brighten and denoise low-light optical coherence tomography images via deep learning.pdf,True,7381137,matched,title
http://zotero.org/users/19517875/items/VGCXSB2Z,10.1016/j.ejrad.2023.111282,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13838,files/13838/Van Der Bie et al. - 2024 - Image quality assessment of coronary artery segments using ultra-high resolution dual source photon-.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13838/Van Der Bie et al. - 2024 - Image quality assessment of coronary artery segments using ultra-high resolution dual source photon-.pdf,True,5157636,matched,title
http://zotero.org/users/19517875/items/CB57BDA9,10.3390/biom12111576,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13840,files/13840/Kim and Bekiranov - 2022 - Generalization Performance of Quantum Metric Learning Classifiers.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13840/Kim and Bekiranov - 2022 - Generalization Performance of Quantum Metric Learning Classifiers.pdf,True,2020686,matched,title
http://zotero.org/users/19517875/items/M7BM5FPN,10.1002/mrm.30107,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/IEEE-QC-NoDuplicates-1-500.rdf,13842,files/13842/Reichert et al. - 2024 - Sodium triple quantum MR signal extraction using a sin.pdf,/home/lpapp/IEEE_SYS_REV/PDFs/IEEE-QC-NoDuplicates-1-500/files/13842/Reichert et al. - 2024 - Sodium triple quantum MR signal extraction using a sin.pdf,True,6647745,matched,doi
